Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Number of Males,Number of Females,Average Age,Local Authority
64T0135,427520,435875,2,29/4/2019,2:42,Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,1,32,E08000035
64T0135,427520,435875,2,29/4/2019,2:42,Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,1,32,E08000035
64T0135,427520,435875,2,29/4/2019,2:42,Road,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,2,1,32,E08000035
64T0454,428336,429529,2,29/4/2019,9:54,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,30,E08000035
64T0696,429796,433786,2,26/4/2019,14:00,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Driver/Rider,Slight,1,0,52,E08000035
64T0922,417950,443044,3,29/4/2019,14:37,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,69,E08000035
64U0323,440434,446486,1,30/4/2019,8:45,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,34,E08000035
64U1255,429391,433839,2,30/4/2019,12:55,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,0,24,E08000035
64U1291,434065,435140,3,30/4/2019,17:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,61,E08000035
6510342,420109,444969,2,1/5/2019,8:10,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,63,E08000035
6510400,429968,436639,2,1/5/2019,8:59,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,43,E08000035
6510407,426846,438036,2,1/5/2019,9:05,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,51,E08000035
6510488,430857,434346,1,1/5/2019,9:59,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Serious,1,1,64,E08000035
6510488,430857,434346,1,1/5/2019,9:59,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,64,E08000035
6511140,429333,430476,2,1/5/2019,15:45,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,33,E08000035
6521035,424528,435097,1,2/5/2019,15:13,Unclassified,Wet/Damp,Daylight,Raining,Car,Vehicle Passenger,Slight,0,1,58,E08000035
6521156,432179,426091,1,2/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,50,E08000035
6530385,429137,433089,3,3/5/2019,9:57,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,61,E08000035
6530886,430801,435342,2,3/5/2019,14:50,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,63,E08000035
6540591,424269,429073,2,4/5/2019,10:55,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,66,E08000035
6540653,427972,433617,2,3/5/2019,18:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,67,E08000035
6540915,432009,436161,2,4/5/2019,13:23,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,41,E08000035
6560196,430906,432294,2,6/5/2019,2:43,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,1,35,E08000035
6560196,430906,432294,2,6/5/2019,2:43,Non - Primary Road,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,1,1,35,E08000035
6560537,429602,434277,1,6/5/2019,10:39,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,32,E08000035
6560924,430408,431800,1,6/5/2019,14:20,Motorway,Snow,Daylight,Other,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,29,E08000035
6570714,431889,435693,2,6/5/2019,20:40,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,2,48,E08000035
6570714,431889,435693,2,6/5/2019,20:40,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,2,48,E08000035
6570714,431889,435693,2,6/5/2019,20:40,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,2,48,E08000035
6571177,442243,442962,4,7/5/2019,16:22,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,34,E08000035
6571177,442243,442962,4,7/5/2019,16:22,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,34,E08000035
6580245,423808,439246,2,8/5/2019,8:25,Unclassified,Wet/Damp,Daylight,Raining,Motorcycle(50cc-125cc),Driver/Rider,Slight,0,1,43,E08000035
6580279,431638,437180,2,8/5/2019,8:30,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,15,E08000035
6580471,425996,428206,2,8/5/2019,11:13,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,29,E08000035
6580631,428377,434060,2,8/5/2019,9:45,Non - Primary Road,Wet/Damp,Daylight,Raining,Pedal Cycle,Driver/Rider,Slight,0,1,62,E08000035
6581478,429989,434179,2,8/5/2019,17:10,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,1,0,36,E08000035
65A0520,430035,433378,1,9/5/2019,13:40,Unclassified,Wet/Damp,Daylight,Raining,Bus(17 or more passenger seats),Vehicle Passenger,Slight,1,0,70,E08000035
65A1188,427943,436117,2,10/5/2019,16:10,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,51,E08000035
65A1547,431067,434319,2,10/5/2019,19:20,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,37,E08000035
65B0477,422156,436666,2,11/5/2019,9:18,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc or less),Driver/Rider,Slight,1,0,24,E08000035
65B0593,429586,434718,1,10/5/2019,10:00,Non - Primary Road,Wet/Damp,Daylight,Raining,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,58,E08000035
65B0728,432193,444976,2,11/5/2019,12:23,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,2,38,E08000035
65B0728,432193,444976,2,11/5/2019,12:23,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Vehicle Passenger,Slight,0,2,38,E08000035
65B0729,435236,437607,2,13/10/2019,13:01,Non - Primary Road,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Slight,1,0,56,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Driver/Rider,Serious,6,0,24,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Driver/Rider,Serious,6,0,24,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Vehicle Passenger,Serious,6,0,24,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Vehicle Passenger,Slight,6,0,24,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Vehicle Passenger,Slight,6,0,24,E08000035
65B1092,427772,432628,2,11/5/2019,15:41,Unclassified,Wet/Damp,Daylight,High Winds,Car,Vehicle Passenger,Slight,6,0,24,E08000035
65B1350,432288,435052,1,11/5/2019,18:10,Unclassified,Wet/Damp,Daylight,Raining,Car,Pedestrian,Slight,1,0,34,E08000035
65B1578,428902,429818,2,11/5/2019,20:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,4,28,E08000035
65B1578,428902,429818,2,11/5/2019,20:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,4,28,E08000035
65B1578,428902,429818,2,11/5/2019,20:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,4,28,E08000035
65B1578,428902,429818,2,11/5/2019,20:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,4,28,E08000035
65B1646,431885,435489,2,11/5/2019,20:35,Unclassified,Wet/Damp,Daylight,Raining,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,28,E08000035
65B1839,440613,429143,2,11/5/2019,22:00,Unclassified,Dry,Dark (lit street),Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,20,E08000035
65B1933,427963,434367,2,11/5/2019,22:46,Unclassified,Dry,Dark (unknown lighting),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,34,E08000035
65C1340,435501,433594,2,12/5/2019,17:44,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,3,0,16,E08000035
65C1340,435501,433594,2,12/5/2019,17:44,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,3,0,16,E08000035
65C1340,435501,433594,2,12/5/2019,17:44,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,3,0,16,E08000035
65C1406,432648,435855,2,12/5/2019,18:20,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,40,E08000035
65C1406,432648,435855,2,12/5/2019,18:20,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,0,40,E08000035
65C1611,436216,425907,2,12/5/2019,19:25,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,75,E08000035
65D0395,423350,434592,3,13/5/2019,9:15,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,46,E08000035
65D1191,429384,431368,1,13/5/2019,16:20,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Slight,1,0,8,E08000035
65E0298,432162,427247,3,15/5/2019,7:10,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,40,E08000035
65E0408,427718,436114,2,14/5/2019,8:45,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,27,E08000035
65E0979,423035,435212,1,10/5/2019,15:05,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,14,E08000035
65E1608,431085,434209,2,14/5/2019,9:50,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,25,E08000035
65F0257,415992,442974,2,15/5/2019,7:31,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,50,E08000035
65F0348,425458,437945,2,15/5/2019,8:45,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,38,E08000035
65F0364,422233,433553,1,15/5/2019,8:50,Road,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,63,E08000035
65F0444,431591,430986,2,15/5/2019,17:15,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,12,E08000035
65F0761,431336,435048,2,15/5/2019,12:40,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,51,E08000035
65F1177,433212,426335,2,15/5/2019,15:30,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,11,E08000035
65F1399,423531,435422,1,15/5/2019,17:00,Road,Dry,Daylight,Raining,Car,Pedestrian,Serious,1,0,30,E08000035
65F1920,434203,436974,2,15/5/2019,21:10,Non - Primary Road,Dry,Dark (lit street),Fine,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,47,E08000035
65G0514,431871,435947,2,15/5/2019,22:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,27,E08000035
65G1172,434925,437444,3,16/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,3,22,E08000035
65G1172,434925,437444,3,16/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,22,E08000035
65G1172,434925,437444,3,16/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,22,E08000035
65G1246,426436,433296,1,16/5/2019,16:45,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,52,E08000035
65G1364,429780,438894,2,10/5/2019,6:40,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,42,E08000035
65G1470,430297,433832,1,16/5/2019,18:25,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,1,0,29,E08000035
65G1682,442073,431753,1,16/5/2019,19:54,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,0,1,25,E08000035
65H0429,432131,429375,2,18/5/2019,9:00,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,44,E08000035
65H1099,438037,438422,4,17/5/2019,15:15,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,3,43,E08000035
65H1099,438037,438422,4,17/5/2019,15:15,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,43,E08000035
65H1099,438037,438422,4,17/5/2019,15:15,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,43,E08000035
65H1315,430079,434406,2,16/5/2019,16:05,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,43,E08000035
65H1613,430836,433983,2,17/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,10,E08000035
65H1964,433087,435820,2,17/5/2019,21:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,35,E08000035
65I1432,429978,437643,2,18/5/2019,18:30,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc or less),Driver/Rider,Slight,1,0,26,E08000035
65J1833,427569,436879,2,19/5/2019,17:10,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,38,E08000035
65K1271,429133,431868,1,20/5/2019,17:00,Unclassified,Dry,Daylight,Fine,Motorcycle(125cc-500cc),Pedestrian,Slight,1,0,28,E08000035
65K1555,430707,438575,2,20/5/2019,19:11,Unclassified,Dry,Daylight,Fine,Motorcycle(125cc-500cc),Driver/Rider,Slight,1,0,37,E08000035
65L0861,430512,433453,1,21/5/2019,13:30,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,51,E08000035
65L1015,432859,435383,2,21/5/2019,14:45,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,77,E08000035
65L1511,432133,434947,2,21/5/2019,18:00,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,24,E08000035
65M0322,424965,432221,1,22/5/2019,7:55,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,12,E08000035
65M1628,431300,437028,2,22/5/2019,19:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,27,E08000035
65M1644,427169,435879,2,22/5/2019,19:06,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,0,1,22,E08000035
65M2111,435758,434450,2,22/5/2019,23:12,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,35,E08000035
65N0308,434580,430848,1,23/5/2019,8:24,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,21,E08000035
65N1597,433562,435270,2,23/5/2019,9:00,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,16,E08000035
65O0652,429334,433240,1,24/5/2019,12:18,Road,Dry,Daylight,Fine,Motorcycle(500cc or more),Pedestrian,Serious,0,1,44,E08000035
65O1165,432786,436848,2,24/5/2019,16:00,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,60,E08000035
65O1928,428882,430127,2,24/5/2019,20:05,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,40,E08000035
65P0589,421917,432966,2,25/5/2019,10:37,Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,31,E08000035
65P0673,431693,425283,4,25/5/2019,11:15,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,51,E08000035
65P0673,431693,425283,4,25/5/2019,11:15,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,51,E08000035
65P0942,434136,433895,2,25/5/2019,13:50,Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Serious,0,3,49,E08000035
65P0942,434136,433895,2,25/5/2019,13:50,Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,3,49,E08000035
65P0942,434136,433895,2,25/5/2019,13:50,Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,3,49,E08000035
65P1136,434615,441233,2,25/5/2019,15:00,Unclassified,Wet/Damp,Daylight,Raining,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,22,E08000035
65P1156,431274,434604,2,25/5/2019,15:35,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,30,E08000035
65P1337,429468,430993,2,26/5/2019,17:00,Unclassified,Wet/Damp,Daylight,Raining,Pedal Cycle,Driver/Rider,Serious,1,0,19,E08000035
65P1474,428089,434900,2,25/5/2019,18:18,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,26,E08000035
65Q0505,418143,442485,2,26/5/2019,19:10,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,1,60,E08000035
65Q0505,418143,442485,2,26/5/2019,19:10,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Vehicle Passenger,Slight,1,1,60,E08000035
65Q0813,436145,435314,2,26/5/2019,14:02,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,25,E08000035
65Q0944,435464,437288,2,26/5/2019,14:58,Non - Primary Road,Dry,Daylight,Fog/Mist,Car,Driver/Rider,Serious,1,1,33,E08000035
65Q0944,435464,437288,2,26/5/2019,14:58,Non - Primary Road,Dry,Daylight,Fog/Mist,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,1,33,E08000035
65Q1043,439015,431739,2,26/5/2019,15:46,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,20,E08000035
65Q1097,427833,435806,2,26/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,2,46,E08000035
65Q1097,427833,435806,2,26/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Driver/Rider,Slight,1,2,46,E08000035
65Q1097,427833,435806,2,26/5/2019,16:15,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,2,46,E08000035
65Q1175,431487,433580,1,26/5/2019,0:30,Non - Primary Road,Dry,Unknown,Fine,Taxi/Private car,Pedestrian,Slight,0,1,30,E08000035
65S2023,425576,434243,2,28/5/2019,22:45,Non - Primary Road,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Fatal,1,0,25,E08000035
65T0771,424320,427890,2,29/5/2019,12:51,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,0,4,E08000035
65U1363,432151,427338,3,30/5/2019,18:06,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,24,E08000035
65U1363,432151,427338,3,30/5/2019,18:06,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,24,E08000035
65U1363,432151,427338,3,30/5/2019,18:06,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,24,E08000035
65U1363,432151,427338,3,30/5/2019,18:06,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,24,E08000035
65U1527,430339,425047,2,30/5/2019,19:24,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,54,E08000035
65U1740,427256,444361,2,30/5/2019,19:00,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,46,E08000035
65V1216,431800,425392,3,31/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,4,1,47,E08000035
65V1216,431800,425392,3,31/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,4,1,47,E08000035
65V1216,431800,425392,3,31/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,4,1,47,E08000035
65V1216,431800,425392,3,31/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,4,1,47,E08000035
65V1216,431800,425392,3,31/5/2019,16:05,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,4,1,47,E08000035
6610877,424092,428106,2,1/6/2019,13:25,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,54,E08000035
6610883,436750,436321,3,1/6/2019,13:30,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,61,E08000035
6611356,425627,433079,2,1/6/2019,17:45,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Serious,1,0,61,E08000035
6611397,432289,444344,2,1/6/2019,18:00,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,49,E08000035
6612120,428769,432727,2,1/6/2019,23:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,59,E08000035
6620779,435912,436248,2,1/6/2019,16:30,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,46,E08000035
6640394,426991,427914,2,4/6/2019,8:00,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,39,E08000035
6641227,425272,432888,1,4/6/2019,15:30,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,11,E08000035
6641574,421180,441480,1,4/6/2019,18:17,Unclassified,Wet/Damp,Daylight,Raining,Car,Pedestrian,Slight,0,1,70,E08000035
6641765,423049,434159,3,4/6/2019,20:25,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Vehicle Passenger,Slight,1,1,18,E08000035
6641765,423049,434159,3,4/6/2019,20:25,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Vehicle Passenger,Slight,1,1,18,E08000035
6650664,426546,428241,1,5/6/2019,10:45,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,71,E08000035
6660162,428071,434988,1,6/6/2019,19:10,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,1,0,33,E08000035
6660432,440840,442755,2,6/6/2019,9:31,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,46,E08000035
6660832,429423,428211,1,6/6/2019,13:00,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,2,16,E08000035
6660832,429423,428211,1,6/6/2019,13:00,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,2,16,E08000035
6661134,428983,425984,2,6/6/2019,16:07,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,75,E08000035
6661171,427646,434743,2,6/6/2019,16:15,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,52,E08000035
6661173,432030,435262,1,6/6/2019,16:20,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,2,21,E08000035
6661173,432030,435262,1,6/6/2019,16:20,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,2,21,E08000035
6671488,429654,433381,1,7/6/2019,13:00,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Serious,1,0,55,E08000035
6680016,430697,434523,3,8/6/2019,0:09,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,1,36,E08000035
6680016,430697,434523,3,8/6/2019,0:09,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,1,36,E08000035
6690217,430091,431311,1,9/6/2019,2:51,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,21,E08000035
6690239,426584,433440,1,9/6/2019,3:15,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,23,E08000035
6690394,437230,437747,3,9/6/2019,6:40,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,40,E08000035
6690394,437230,437747,3,9/6/2019,6:40,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,40,E08000035
6691582,429857,433410,2,8/6/2019,18:15,Unclassified,Wet/Damp,Daylight,Fine,Taxi/Private car,Vehicle Passenger,Slight,0,1,22,E08000035
66A0364,431488,429559,2,10/6/2019,8:58,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,3,18,E08000035
66A0364,431488,429559,2,10/6/2019,8:58,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,18,E08000035
66A0364,431488,429559,2,10/6/2019,8:58,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,18,E08000035
66A0741,426470,427642,1,10/6/2019,12:39,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,1,0,82,E08000035
66A0944,442984,427731,2,10/6/2019,14:15,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,0,55,E08000035
66A1765,430438,434355,2,10/6/2019,20:43,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,29,E08000035
66B0333,430021,435532,2,11/6/2019,8:30,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,52,E08000035
66B0409,429737,438346,2,11/6/2019,9:58,Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,0,51,E08000035
66B1039,423806,438264,1,11/6/2019,0:00,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Slight,1,0,13,E08000035
66B1160,425023,433179,1,11/6/2019,19:30,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Serious,1,0,35,E08000035
66B1180,430807,435341,2,11/6/2019,17:01,Unclassified,Wet/Damp,Daylight,Raining,Pedal Cycle,Driver/Rider,Slight,1,0,27,E08000035
66B1368,428003,426155,4,11/6/2019,18:26,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,1,48,E08000035
66B1461,424991,432897,2,11/6/2019,19:14,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,0,37,E08000035
